iteration          time             xO2              xO          xE(s1)          xO(s1)
     9510    9.5100E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9520    9.5200E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9530    9.5300E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9540    9.5400E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9550    9.5500E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9560    9.5600E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9570    9.5700E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9580    9.5800E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9590    9.5900E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9600    9.6000E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9610    9.6100E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9620    9.6200E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9630    9.6300E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9640    9.6400E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9650    9.6500E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9660    9.6600E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9670    9.6700E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9680    9.6800E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9690    9.6900E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9700    9.7000E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9710    9.7100E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9720    9.7200E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9730    9.7300E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9740    9.7400E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9750    9.7500E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9760    9.7600E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9770    9.7700E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9780    9.7800E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9790    9.7900E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9800    9.8000E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9810    9.8100E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9820    9.8200E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9830    9.8300E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9840    9.8400E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9850    9.8500E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9860    9.8600E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9870    9.8700E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9880    9.8800E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9890    9.8900E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9900    9.9000E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9910    9.9100E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9920    9.9200E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9930    9.9300E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9940    9.9400E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9950    9.9500E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9960    9.9600E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9970    9.9700E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9980    9.9800E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     9990    9.9900E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
    10000    1.0000E-04    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
